"id","name","price","stock","description","category","mainImageName","variantImages"
7527,"10203 FOR COSTUME","11249",80,"Nebim Kod: 26Y00910203","Diğer","",""
7528,"10209 FOR COSTUME","13499",40,"Nebim Kod: 26Y00910209","Diğer","",""
7529,"10240 FOR COSTUME","11799",40,"Nebim Kod: 26Y00910240","Diğer","",""
7530,"10302 FOR COSTUME","11799",90,"Nebim Kod: 26Y00910302","Diğer","",""
7531,"10312 FOR COSTUME","9749",60,"Nebim Kod: 26Y00910312","Diğer","",""
7532,"10350 FOR COSTUME","10299",60,"Nebim Kod: 26Y00910350","Diğer","",""
7533,"10381 FOR COSTUME","10499",80,"Nebim Kod: 26Y00910381","Diğer","",""
7534,"10409 FOR COSTUME","10049",40,"Nebim Kod: 26Y00910409","Diğer","",""
7535,"9315 FOR COSTUME","12999",120,"Nebim Kod: 26Y0099315","Diğer","",""
7536,"9949 FOR COSTUME","9999",80,"Nebim Kod: 26Y0099949","Diğer","",""
7537,"9977 FOR COSTUME","9499",120,"Nebim Kod: 26Y0099977","Diğer","",""
7538,"9983 FOR COSTUME","13999",30,"Nebim Kod: 26Y0099983","Diğer","",""
7539,"2339 POZDA POZ","5849",120,"Nebim Kod: 26Y0162339","Diğer","",""
7540,"2514 POZDA POZ","7349",40,"Nebim Kod: 26Y0162514","Diğer","",""
7541,"2534 POZDA POZ","7349",60,"Nebim Kod: 26Y0162534","Diğer","",""
7542,"2548 POZDA POZ","8849",60,"Nebim Kod: 26Y0162548","Diğer","",""
7543,"2574 POZDA POZ","11249",60,"Nebim Kod: 26Y0162574","Diğer","",""
7544,"2577 POZDA POZ","11849",60,"Nebim Kod: 26Y0162577","Diğer","",""
7545,"2580 POZDA POZ","8249",60,"Nebim Kod: 26Y0162580","Diğer","",""
7546,"3324 POZDA POZ","7049",40,"Nebim Kod: 26Y0163324","Diğer","",""
7547,"3350 POZDA POZ","4499",60,"Nebim Kod: 26Y0163350","Diğer","",""
7548,"3351 POZDA POZ","7499",20,"Nebim Kod: 26Y0163351","Diğer","",""
7549,"3352 POZDA POZ","7499",40,"Nebim Kod: 26Y0163352","Diğer","",""
7550,"3354 POZDA POZ","7049",40,"Nebim Kod: 26Y0163354","Diğer","",""
7551,"4030 POZDA POZ","5549",120,"Nebim Kod: 26Y0164030","Diğer","",""
7552,"4041 POZDA POZ","8249",60,"Nebim Kod: 26Y0164041","Diğer","",""
7553,"4050 POZDA POZ","6299",40,"Nebim Kod: 26Y0164050","Diğer","",""
7554,"4051 POZDA POZ","5549",90,"Nebim Kod: 26Y0164051","Diğer","",""
7555,"4060 POZDA POZ","6749",90,"Nebim Kod: 26Y0164060","Diğer","",""
7556,"4067 POZDA POZ","9749",50,"Nebim Kod: 26Y0164067","Diğer","",""
7557,"4068 POZDA POZ","11249",60,"Nebim Kod: 26Y0164068","Diğer","",""
7558,"5002 POZDA POZ","8249",60,"Nebim Kod: 26Y0165002","Diğer","",""
7559,"7101 POZDA POZ","8549",20,"Nebim Kod: 26Y0167101","Diğer","",""
7560,"7103 POZDA POZ","10499",20,"Nebim Kod: 26Y0167103","Diğer","",""
7561,"7107 POZDA POZ","8549",20,"Nebim Kod: 26Y0167107","Diğer","",""
7562,"8026 POZDA POZ","14849",50,"Nebim Kod: 26Y0168026","Diğer","",""
7563,"8029 POZDA POZ","14849",60,"Nebim Kod: 26Y0168029","Diğer","",""
7564,"8031 POZDA POZ","14849",60,"Nebim Kod: 26Y0168031","Diğer","",""
7565,"8032 POZDA POZ","16499",90,"Nebim Kod: 26Y0168032","Diğer","",""
7566,"8034 POZDA POZ","16499",40,"Nebim Kod: 26Y0168034","Diğer","",""
7567,"5025 ALİNCE","7999",80,"Nebim Kod: 26Y0185025","Diğer","",""
7568,"5025K ALİNCE","7999",80,"Nebim Kod: 26Y0185025K","Diğer","",""
7569,"5025K ALİNCE","7999",40,"Nebim Kod: 26Y0185025k","Diğer","",""
7570,"396 ÖMÜRİNN","17700",120,"Nebim Kod: 26Y021396","Diğer","",""
7571,"584 ÖMÜR İNN","23600",210,"Nebim Kod: 26Y021584","Diğer","",""
7572,"6009 RENGİN","10799",160,"Nebim Kod: 26Y0716009","Diğer","",""
7573,"6191 RENGİN","10799",120,"Nebim Kod: 26Y0716191","Diğer","",""
7574,"6340 RENGİN","10799",60,"Nebim Kod: 26Y0716340","Diğer","",""
7575,"6349 RENGİN","20599",100,"Nebim Kod: 26Y0716349","Diğer","",""
7576,"6353 RENGİN","17999",120,"Nebim Kod: 26Y0716353","Diğer","",""
7577,"6357 RENGİN","14599",40,"Nebim Kod: 26Y0716357","Diğer","",""
7578,"6378 RENGİN","7599",40,"Nebim Kod: 26Y0716378","Diğer","",""
7579,"6380 RENGİN","7599",80,"Nebim Kod: 26Y0716380","Diğer","",""
7580,"6387 RENGİN","13199",80,"Nebim Kod: 26Y0716387","Diğer","",""
7581,"6397 RENGİN","27899",80,"Nebim Kod: 26Y0716397","Diğer","",""
7582,"6402 RENGİN","29699",80,"Nebim Kod: 26Y0716402","Diğer","",""
7583,"7012 RENGİN","11699",80,"Nebim Kod: 26Y0717012","Diğer","",""
7584,"1819 EVVEL TEKSTİL","16099",90,"Nebim Kod: 26Y0801819","Diğer","",""
7585,"1836 EVVEL TEKSTİL","16799",60,"Nebim Kod: 26Y0801836","Diğer","",""
7586,"1859 EVVEL TEKSTİL","11599",90,"Nebim Kod: 26Y0801859","Diğer","",""
7587,"1932 EVVEL TEKSTİL","10699",120,"Nebim Kod: 26Y0801932","Diğer","",""
7588,"1944 EVVEL TEKSTİL","12299",90,"Nebim Kod: 26Y0801944","Diğer","",""
7589,"1951 EVVEL TEKSTİL","16099",60,"Nebim Kod: 26Y0801951","Diğer","",""
7590,"1963 EVVEL TEKSTİL","14399",30,"Nebim Kod: 26Y0801963","Diğer","",""
7591,"1971 EVVEL TEKSTİL","12299",120,"Nebim Kod: 26Y0801971","Diğer","",""
7592,"1976 EVVEL TEKSTİL","15549",90,"Nebim Kod: 26Y0801976","Diğer","",""
7593,"1978 EVVEL TEKSTİL","11949",60,"Nebim Kod: 26Y0801978","Diğer","",""
7594,"1979 EVVEL TEKSTİL","14399",60,"Nebim Kod: 26Y0801979","Diğer","",""
7595,"1992 EVVEL TEKSTİL","14849",30,"Nebim Kod: 26Y0801992","Diğer","",""
7596,"2006 EVVEL TEKSTİL","21699",90,"Nebim Kod: 26Y0802006","Diğer","",""
7597,"2025 EVVEL TEKSTİL","17099",30,"Nebim Kod: 26Y0802025","Diğer","",""
7598,"2040 EVVEL TEKSTİL","16099",60,"Nebim Kod: 26Y0802040","Diğer","",""
7599,"2043 EVVEL TEKSTİL","15649",100,"Nebim Kod: 26Y0802043","Diğer","",""
7600,"2049 EVVEL TEKSTİL","18599",40,"Nebim Kod: 26Y0802049","Diğer","",""
7601,"2050 EVVEL TEKSTİL","25299",40,"Nebim Kod: 26Y0802050","Diğer","",""
7602,"2056 EVVEL TEKSTİL","9699",60,"Nebim Kod: 26Y0802056","Diğer","",""
7603,"2063 EVVEL TEKSTİL","17549",120,"Nebim Kod: 26Y0802063","Diğer","",""
7604,"2074 EVVEL TEKSTİL","10699",30,"Nebim Kod: 26Y0802074","Diğer","",""
7605,"2076 EVVEL TEKSTİL","15649",120,"Nebim Kod: 26Y0802076","Diğer","",""
7606,"2089 EVVEL TEKSTİL","28899",60,"Nebim Kod: 26Y0802089","Diğer","",""
7607,"2124 EVVEL TEKSTİL","14099",60,"Nebim Kod: 26Y0802124","Diğer","",""
7608,"2156 EVVEL TEKSTİL","17549",60,"Nebim Kod: 26Y0802156","Diğer","",""
7609,"2173 EVVEL TEKSTİL","15649",90,"Nebim Kod: 26Y0802173","Diğer","",""
7610,"2204 EVVEL TEKSTİL","11149",60,"Nebim Kod: 26Y0802204","Diğer","",""
7611,"2209 EVVEL TEKSTİL","17899",30,"Nebim Kod: 26Y0802209","Diğer","",""
7612,"5062 DORİ DORCA","5799",150,"Nebim Kod: 26Y0895062","Diğer","",""
7613,"6030 DORİ DORCA","9299",50,"Nebim Kod: 26Y0896030","Diğer","",""
7614,"6103 DORİ DORCA","8799",30,"Nebim Kod: 26Y0896103","Diğer","",""
7615,"6133 DORİ DORCA","9299",80,"Nebim Kod: 26Y0896133","Diğer","",""
7616,"7036 DORİ DORCA","8799",60,"Nebim Kod: 26Y0897036","Diğer","",""
7617,"7050 DORİ DORCA","8799",50,"Nebim Kod: 26Y0897050","Diğer","",""
7618,"7053 DORİ DORCA","6299",30,"Nebim Kod: 26Y0897053","Diğer","",""
7619,"7057 DORİ DORCA","6299",60,"Nebim Kod: 26Y0897057","Diğer","",""
7620,"7065 DORİ DORCA","7499",60,"Nebim Kod: 26Y0897065","Diğer","",""
7621,"7121 DORİ DORCA","9299",60,"Nebim Kod: 26Y0897121","Diğer","",""
7622,"7122 DORİ DORCA","7499",30,"Nebim Kod: 26Y0897122","Diğer","",""
7623,"7132 DORİ DORCA","7499",30,"Nebim Kod: 26Y0897132","Diğer","",""
7624,"7135 DORİ DORCA","8299",60,"Nebim Kod: 26Y0897135","Diğer","",""
7625,"7147 DORİ DORCA","6899",90,"Nebim Kod: 26Y0897147","Diğer","",""
7626,"3280 YENİ TREND","8249",40,"Nebim Kod: 26Y1053280","Diğer","",""
7627,"4465 ALURRE","9999",70,"Nebim Kod: 26Y1164465","Diğer","",""
7628,"4523 ALURRE","10749",120,"Nebim Kod: 26Y1164523","Diğer","",""
7629,"4546 ALURRE","10599",80,"Nebim Kod: 26Y1164546","Diğer","",""
7630,"4558 ALURRE","11249",130,"Nebim Kod: 26Y1164558","Diğer","",""
7631,"4563 ALURRE","9999",120,"Nebim Kod: 26Y1164563","Diğer","",""
7632,"4564 ALURRE","12499",160,"Nebim Kod: 26Y1164564","Diğer","",""
7633,"3467 OMNİA","5699",90,"Nebim Kod: 26Y1233467","Diğer","",""
7634,"3472 OMNİA","6899",80,"Nebim Kod: 26Y1233472","Diğer","",""
7635,"3474 OMNİA","6899",76,"Nebim Kod: 26Y1233474","Diğer","",""
7636,"7033 OMNİA","3499",20,"Nebim Kod: 26Y1237033","Diğer","",""
7637,"İM117 MOR SPOSA","36800",60,"Nebim Kod: 26Y130İM117","Diğer","",""
7638,"MR0407 MOR SPOSA","22800",10,"Nebim Kod: 26Y130MR0407SYH38","Diğer","",""
7639,"MR0407 MOR SPOSA","22800",10,"Nebim Kod: 26Y130MR0407SYH40","Diğer","",""
7640,"MR0407 MOR SPOSA","22800",10,"Nebim Kod: 26Y130MR0407SYH42","Diğer","",""
7641,"MR0409 MOR SPOSA","15000",10,"Nebim Kod: 26Y130MR0409SYH38","Diğer","",""
7642,"MR0409 MOR SPOSA","15000",10,"Nebim Kod: 26Y130MR0409SYH40","Diğer","",""
7643,"MR0409 MOR SPOSA","15000",10,"Nebim Kod: 26Y130MR0409SYH42","Diğer","",""
7644,"MR0439 MOR SPOSA","28300",10,"Nebim Kod: 26Y130MR0439KRM38","Diğer","",""
7645,"MR0439 MOR SPOSA","28300",10,"Nebim Kod: 26Y130MR0439KRM40","Diğer","",""
7646,"MR0439 MOR SPOSA","28300",10,"Nebim Kod: 26Y130MR0439KRM42","Diğer","",""
7647,"MR0471 MOR SPOSA","23500",10,"Nebim Kod: 26Y130MR0471SYG38","Diğer","",""
7648,"MR0471 MOR SPOSA","23500",10,"Nebim Kod: 26Y130MR0471SYG40","Diğer","",""
7649,"MR0471 MOR SPOSA","23500",10,"Nebim Kod: 26Y130MR0471SYG42","Diğer","",""
7650,"MR0474 MOR SPOSA","23500",10,"Nebim Kod: 26Y130MR0474SYG38","Diğer","",""
7651,"MR0474 MOR SPOSA","23500",10,"Nebim Kod: 26Y130MR0474SYG40","Diğer","",""
7652,"MR0474 MOR SPOSA","23500",10,"Nebim Kod: 26Y130MR0474SYG42","Diğer","",""
7653,"MR0487 MOR SPOSA","19300",10,"Nebim Kod: 26Y130MR0487KAH38","Diğer","",""
7654,"MR0487 MOR SPOSA","19300",10,"Nebim Kod: 26Y130MR0487KAH40","Diğer","",""
7655,"MR0487 MOR SPOSA","19300",10,"Nebim Kod: 26Y130MR0487KAH42","Diğer","",""
7656,"MR0489 MOR SPOSA","25300",10,"Nebim Kod: 26Y130MR0489BRD38","Diğer","",""
7657,"MR0489 MOR SPOSA","25300",10,"Nebim Kod: 26Y130MR0489BRD40","Diğer","",""
7658,"MR0489 MOR SPOSA","25300",10,"Nebim Kod: 26Y130MR0489BRD42","Diğer","",""
7659,"MR0489 MOR SPOSA","25300",10,"Nebim Kod: 26Y130MR0489HAK38","Diğer","",""
7660,"MR0489 MOR SPOSA","25300",10,"Nebim Kod: 26Y130MR0489HAK40","Diğer","",""
7661,"MR0489 MOR SPOSA","25300",10,"Nebim Kod: 26Y130MR0489HAK42","Diğer","",""
7662,"MR0491 MOR SPOSA","23500",10,"Nebim Kod: 26Y130MR0491SYG40","Diğer","",""
7663,"MR0491 MOR SPOSA","23500",10,"Nebim Kod: 26Y130MR0491SYG42","Diğer","",""
7664,"MR0491 MOR SPOSA","23500",10,"Nebim Kod: 26Y130MR0491SYG44","Diğer","",""
7665,"MR0497 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0497EKR38","Diğer","",""
7666,"MR0497 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0497EKR40","Diğer","",""
7667,"MR0497 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0497EKR42","Diğer","",""
7668,"MR0499 MOR SPOSA","17500",10,"Nebim Kod: 26Y130MR0499EKR38","Diğer","",""
7669,"MR0499 MOR SPOSA","17500",10,"Nebim Kod: 26Y130MR0499EKR40","Diğer","",""
7670,"MR0499 MOR SPOSA","17500",10,"Nebim Kod: 26Y130MR0499EKR42","Diğer","",""
7671,"MR0500 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0500EKR38","Diğer","",""
7672,"MR0500 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0500EKR40","Diğer","",""
7673,"MR0500 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0500EKR42","Diğer","",""
7674,"MR0502 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0502EKR38","Diğer","",""
7675,"MR0502 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0502EKR40","Diğer","",""
7676,"MR0502 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0502EKR42","Diğer","",""
7677,"MR0502 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0502SYH38","Diğer","",""
7678,"MR0502 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0502SYH40","Diğer","",""
7679,"MR0502 MOR SPOSA","18500",10,"Nebim Kod: 26Y130MR0502SYH42","Diğer","",""
7680,"MR0508 MOR SPOSA","22300",10,"Nebim Kod: 26Y130MR0508ŞMP38","Diğer","",""
7681,"MR0508 MOR SPOSA","22300",10,"Nebim Kod: 26Y130MR0508ŞMP40","Diğer","",""
7682,"MR0508 MOR SPOSA","22300",10,"Nebim Kod: 26Y130MR0508ŞMP42","Diğer","",""
7683,"MR2021 MOR SPOSA","12800",10,"Nebim Kod: 26Y130MR2021İDG36","Diğer","",""
7684,"MR2021 MOR SPOSA","12800",10,"Nebim Kod: 26Y130MR2021İDG38","Diğer","",""
7685,"MR2021 MOR SPOSA","12800",10,"Nebim Kod: 26Y130MR2021İDG40","Diğer","",""
7686,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022BKR36","Diğer","",""
7687,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022BKR38","Diğer","",""
7688,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022BKR40","Diğer","",""
7689,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022LAC36","Diğer","",""
7690,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022LAC38","Diğer","",""
7691,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022LAC40","Diğer","",""
7692,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022MİN36","Diğer","",""
7693,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022MİN38","Diğer","",""
7694,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022MİN40","Diğer","",""
7695,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022PDR36","Diğer","",""
7696,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022PDR38","Diğer","",""
7697,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022PDR40","Diğer","",""
7698,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022SYH36","Diğer","",""
7699,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022SYH38","Diğer","",""
7700,"MR2022 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2022SYH40","Diğer","",""
7701,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023EKR38","Diğer","",""
7702,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023EKR40","Diğer","",""
7703,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023EKR42","Diğer","",""
7704,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023KAH38","Diğer","",""
7705,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023KAH40","Diğer","",""
7706,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023KAH42","Diğer","",""
7707,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023LAC38","Diğer","",""
7708,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023LAC40","Diğer","",""
7709,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023LAC42","Diğer","",""
7710,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023MÜR38","Diğer","",""
7711,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023MÜR40","Diğer","",""
7712,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023MÜR42","Diğer","",""
7713,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023PDR38","Diğer","",""
7714,"MR2023 MOR SPOSA","11800",5,"Nebim Kod: 26Y130MR2023PDR40","Diğer","",""
7715,"MR2023 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2023PDR42","Diğer","",""
7716,"MR2025 MOR SPOSA","16300",10,"Nebim Kod: 26Y130MR2025EKR38","Diğer","",""
7717,"MR2025 MOR SPOSA","16300",10,"Nebim Kod: 26Y130MR2025EKR40","Diğer","",""
7718,"MR2025 MOR SPOSA","16300",10,"Nebim Kod: 26Y130MR2025EKR42","Diğer","",""
7719,"MR2025 MOR SPOSA","16300",10,"Nebim Kod: 26Y130MR2025KAH38","Diğer","",""
7720,"MR2025 MOR SPOSA","16300",10,"Nebim Kod: 26Y130MR2025KAH40","Diğer","",""
7721,"MR2025 MOR SPOSA","16300",10,"Nebim Kod: 26Y130MR2025KAH42","Diğer","",""
7722,"MR2025 MOR SPOSA","16300",10,"Nebim Kod: 26Y130MR2025MÜR38","Diğer","",""
7723,"MR2025 MOR SPOSA","16300",10,"Nebim Kod: 26Y130MR2025MÜR40","Diğer","",""
7724,"MR2025 MOR SPOSA","16300",10,"Nebim Kod: 26Y130MR2025MÜR42","Diğer","",""
7725,"MR2026 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2026ANT36","Diğer","",""
7726,"MR2026 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2026ANT38","Diğer","",""
7727,"MR2026 MOR SPOSA","11800",9,"Nebim Kod: 26Y130MR2026ANT40","Diğer","",""
7728,"MR2026 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2026BKR36","Diğer","",""
7729,"MR2026 MOR SPOSA","11800",2,"Nebim Kod: 26Y130MR2026BKR38","Diğer","",""
7730,"MR2026 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2026BKR40","Diğer","",""
7731,"MR2026 MOR SPOSA","11800",0,"Nebim Kod: 26Y130MR2026SYH36","Diğer","",""
7732,"MR2026 MOR SPOSA","11800",9,"Nebim Kod: 26Y130MR2026SYH38","Diğer","",""
7733,"MR2026 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2026SYH40","Diğer","",""
7734,"MR2026 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2026TAŞ36","Diğer","",""
7735,"MR2026 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2026TAŞ38","Diğer","",""
7736,"MR2026 MOR SPOSA","11800",10,"Nebim Kod: 26Y130MR2026TAŞ40","Diğer","",""
7737,"MR3435 MOR SPOSA","19500",10,"Nebim Kod: 26Y130MR3435BRD44","Diğer","",""
7738,"MR3435 MOR SPOSA","19500",10,"Nebim Kod: 26Y130MR3435BRD46","Diğer","",""
7739,"MR3435 MOR SPOSA","19500",10,"Nebim Kod: 26Y130MR3435BRD48","Diğer","",""
7740,"MR3435 MOR SPOSA","19500",10,"Nebim Kod: 26Y130MR3435SYH44","Diğer","",""
7741,"MR3435 MOR SPOSA","19500",10,"Nebim Kod: 26Y130MR3435SYH46","Diğer","",""
7742,"MR3435 MOR SPOSA","19500",10,"Nebim Kod: 26Y130MR3435SYH48","Diğer","",""
7743,"8779 STRADA","3499",250,"Nebim Kod: 26Y1318779","Diğer","",""
7744,"115 ANGORA","3999",10,"Nebim Kod: 26Y132115","Diğer","",""
7745,"4081 SAN FIORE","14999",60,"Nebim Kod: 26Y1334081","Diğer","",""
7746,"4317 SAN FIORE","7999",60,"Nebim Kod: 26Y1334317","Diğer","",""
7747,"4324 SAN FIORE","5999",150,"Nebim Kod: 26Y1334324","Diğer","",""
7748,"1207 LACRİMA","9999",60,"Nebim Kod: 26Y1381207","Diğer","",""
7749,"2005 LACRİMA","14999",80,"Nebim Kod: 26Y1382005","Diğer","",""
7750,"2020 LACRİMA","13799",120,"Nebim Kod: 26Y1382020","Diğer","",""
7751,"2022 LACRİMA","11899",120,"Nebim Kod: 26Y1382022","Diğer","",""
7752,"2030 LACRİMA","14999",40,"Nebim Kod: 26Y1382030","Diğer","",""
7753,"2147 LACRİMA","14399",90,"Nebim Kod: 26Y1382147","Diğer","",""
7754,"2150 LACRİMA","15699",90,"Nebim Kod: 26Y1382150","Diğer","",""
7755,"2183 LACRİMA","14999",60,"Nebim Kod: 26Y1382183","Diğer","",""
7756,"2184 LACRİMA","14999",80,"Nebim Kod: 26Y1382184","Diğer","",""
7757,"2187 LACRİMA","12499",120,"Nebim Kod: 26Y1382187","Diğer","",""
7758,"2191 LACRİMA","13199",60,"Nebim Kod: 26Y1382191","Diğer","",""
7759,"2702 LACRİMA","13199",160,"Nebim Kod: 26Y1382702","Diğer","",""
7760,"2703 LACRİMA","9999",160,"Nebim Kod: 26Y1382703","Diğer","",""
7761,"100 BALEN","5999",120,"Nebim Kod: 26Y140100","Diğer","",""
7762,"101 BALEN","4750",120,"Nebim Kod: 26Y140101","Diğer","",""
7763,"108 BALEN","4450",160,"Nebim Kod: 26Y140108","Diğer","",""
7764,"113 BALEN","6899",120,"Nebim Kod: 26Y140113","Diğer","",""
7765,"114 BALEN","4999",40,"Nebim Kod: 26Y140114","Diğer","",""
7766,"125 BALEN","5499",40,"Nebim Kod: 26Y140125","Diğer","",""
7767,"128 BALEN","6799",60,"Nebim Kod: 26Y140128","Diğer","",""
7768,"129 BALEN","5249",89,"Nebim Kod: 26Y140129","Diğer","",""
7769,"131 BALEN","5199",90,"Nebim Kod: 26Y140131","Diğer","",""
7770,"142 BALEN","6999",120,"Nebim Kod: 26Y140142","Diğer","",""
7771,"143 BALEN","6249",120,"Nebim Kod: 26Y140143","Diğer","",""
7772,"152 BALEN","8499",78,"Nebim Kod: 26Y140152","Diğer","",""
7773,"161 BALEN","9499",80,"Nebim Kod: 26Y140161","Elbise","",""
7774,"Straplez Kalp Yaka Yırtmaçlı Simli Abiye Elbise","5999.99",72,"Zarif beyazın sadeliğini, turkuazın enerjik ışıltısıyla buluşturan bu özel tasarım abiye elbise ile tüm bakışları üzerinize çekin. Kalp yaka detaylı, simli ve drapesel hareketlere sahip büstiyer tasarımı, üst bedeni kusursuzca sararken; yere kadar uzanan beyaz etek kısmı, derin yırtmaç detayıyla iddialı bir duruş sergiler. Mezuniyet, düğün veya özel davetlerde modern ve sofistike bir stil arayanlar için ideal bir tercihtir.

Öne Çıkan Özellikler:
Kumaş: Üst kısmı ışıltılı simli kumaş, etek kısmı dökümlü krep kumaş.
Yaka Tipi: Straplez, Kalp Yaka.
Tasarım Detayı: Göğüs kısmı drape detaylı, etek ucu derin yırtmaçlı.
Kalıp: Vücudu saran slim fit üst, aşağı doğru rahatlayan kesim.
Kullanım Alanı: Düğün, nişan, mezuniyet balosu, gece davetleri.","İndirimli Ürünler","",""
7775,"Straplez Yaka Tül Kol Detaylı Payetli Abiye","11499.99",144,"Gecenin en dikkat çekici silüeti olmaya hazır olun! Baştan aşağı yoğun payet işlemeleriyle tasarlanan bu özel abiye, her adımda göz kamaştıran bir ışıltı sunuyor. Vücudu kusursuzca saran balık (mermaid) formu ve zarif straplez kesimi, feminen hatlarınızı modern bir zarafetle ön plana çıkarır.

Teknik Detaylar & Özellikler:

Kumaş Türü: Tamamı ışıltılı payet işlemeli (İç göstermeyen astarlı yapı).

Kol Tipi: Omuzları açıkta bırakan, hacimli ve uzun tül kuyruklu tasarım kol detayları.

Yaka: Straplez / Kalp Yaka.

Kalıp: Vücudu saran Balık (Mermaid) model.

Kullanım Alanı: Nişan, kına gecesi, düğün, mezuniyet balosu ve gala yemekleri.

Stil Önerisi: Bu iddialı parçayı, saçlarınızı geriye doğru toplayarak ve minimal küpeler kullanarak tamamlayın; bırakın elbisenin ihtişamı konuşsun.
","İndirimli Ürünler","",""
7776,"Omuz ve Bel Kristal Püskül Detaylı Abiye Elbise","5999.99",144,"Modern kesimleri ışıltılı detaylarla buluşturan bu tasarım, sadeliğin içindeki iddiayı ortaya çıkarıyor. Omuzlarda ve bel oyuntusunda kullanılan hareketli kristal taş püsküller, tasarıma mücevher şıklığı katarken; belin iki yanındaki özel pencere (dekolte) detayları, belinizi olduğundan daha ince göstererek kusursuz bir kum saati silüeti yaratır.


Teknik Detaylar & Özellikler:

Tasarım Detayı: Omuz başlarında ve bel ortasında sallantılı kristal taş/püskül işlemeleri.

Kesim: Vücut hatlarını vurgulayan yan dekolteli (cut-out) tasarım.

Yaka Tipi: Bisiklet Yaka (Kapalı Yaka).

Etek Boyu: Yere kadar uzanan maxi boy.

Kumaş: Vücudu toparlayan, esnek ve dökümlü krep kumaş.

Kullanım Alanı: Kokteyl, mezuniyet, düğün davetlisi ve after-party.

Manken Notu: Görseldeki ürün tam kalıptır, kendi bedeninizi tercih edebilirsiniz.","İndirimli Ürünler","",""
7777,"Taş ve İnci Kemerli Halter Yaka Abiye Elbise","5999.99",36,"","İndirimli Ürünler","",""
7778,"Gül Tasarımlı Drapeli Uzun Abiye Elbise","5999.99",344,"","İndirimli Ürünler","",""
7779,"Peplum Detaylı Balık Abiye Elbise","12999.99",107,"","İndirimli Ürünler","",""
7780,"Taş İşlemeli Siyah Abiye Elbise","5999",108,"","İndirimli Ürünler","",""
7781,"Tek Omuz Asimetrik Çiçek Detaylı Abiye Elbise","5999",47,"","İndirimli Ürünler","",""
7782,"Straplez Degrade Taş İşlemeli ve Pliseli Etekli Elbise","19999.99",71,"","İndirimli Ürünler","",""
