"id","name","price","stock","description","category","mainImageName","variantImages"
4365,"8194 EXPLOSİON","1999",10,"Nebim Kod: 24Y0768194","Diğer","",""
4366,"8195 EXPLOSİON","2999",10,"Nebim Kod: 24Y0768195","Diğer","",""
4367,"8196 EXPLOSİON","2999",10,"Nebim Kod: 24Y0768196","Diğer","",""
4368,"8197 EXPLOSİON","2999",20,"Nebim Kod: 24Y0768197","Diğer","",""
4369,"8198 EXPLOSİON","2999",10,"Nebim Kod: 24Y0768198","Diğer","",""
4370,"8204 EXPLOSİON","2999",10,"Nebim Kod: 24Y0768204","Diğer","",""
4371,"8225 EXPLOSİON","2099",30,"Nebim Kod: 24Y0768225","Diğer","",""
4372,"8226 EXPLOSİON","2099",30,"Nebim Kod: 24Y0768226","Diğer","",""
4373,"8227 EXPLOSİON","2099",40,"Nebim Kod: 24Y0768227","Diğer","",""
4374,"8228 EXPLOSİON","1899",30,"Nebim Kod: 24Y0768228","Diğer","",""
4375,"8229 EXPLOSİON","2099",30,"Nebim Kod: 24Y0768229","Diğer","",""
4376,"4158 JUPE","1199",40,"Nebim Kod: 24Y0784158","Diğer","",""
4377,"4159 JUPE","1999",120,"Nebim Kod: 24Y0784159","Diğer","",""
4378,"4160 JUPE","2499",120,"Nebim Kod: 24Y0784160","Diğer","",""
4379,"7200 JUPE","1199",80,"Nebim Kod: 24Y0787200","Diğer","",""
4380,"7202 JUPE","1199",80,"Nebim Kod: 24Y0787202","Diğer","",""
4381,"8392 JUPE","2399",80,"Nebim Kod: 24Y0788392","Diğer","",""
4382,"8409 JUPE","2999",120,"Nebim Kod: 24Y0788409","Diğer","",""
4383,"8418 JUPE","2999",80,"Nebim Kod: 24Y0788418","Diğer","",""
4384,"8422 JUPE","3599",80,"Nebim Kod: 24Y0788422","Diğer","",""
4385,"9009 JUPE","2999",40,"Nebim Kod: 24Y0789009","Diğer","",""
4386,"9202 JUPE","1999",80,"Nebim Kod: 24Y0789202","Diğer","",""
4387,"9206 JUPE","1999",80,"Nebim Kod: 24Y0789206","Diğer","",""
4388,"BŞ500 BRIDEN","799",10,"Nebim Kod: 24Y079BŞ500","Diğer","",""
4389,"EL500 BRIDEN","799",10,"Nebim Kod: 24Y079EL500","Diğer","",""
4390,"KŞ500 BRIDEN","799",10,"Nebim Kod: 24Y079KŞ500","Diğer","",""
4391,"ÖS500 BRIDEN","2399",10,"Nebim Kod: 24Y079ÖS500","Diğer","",""
4392,"ÖSŞ500 BRIDEN","799",10,"Nebim Kod: 24Y079ÖSŞ500","Diğer","",""
4393,"T500 BRIDEN","799",10,"Nebim Kod: 24Y079T500","Diğer","",""
4394,"1015 SO LADY","3999",80,"Nebim Kod: 24Y0811015","Diğer","",""
4395,"1048 SO LADY","9699",130,"Nebim Kod: 24Y0811048","Diğer","",""
4396,"1049 SO LADY","6899",120,"Nebim Kod: 24Y0811049","Diğer","",""
4397,"1079 SO LADY","9499",80,"Nebim Kod: 24Y0811079","Diğer","",""
4398,"1085 SO LADY","9699",80,"Nebim Kod: 24Y0811085","Diğer","",""
4399,"2000 SO LADY","9499",120,"Nebim Kod: 24Y0812000","Diğer","",""
4400,"2001 SO LADY","9499",100,"Nebim Kod: 24Y0812001","Diğer","",""
4401,"2007 SO LADY","9499",180,"Nebim Kod: 24Y0812007","Diğer","",""
4402,"2009 SO LADY","9499",120,"Nebim Kod: 24Y0812009","Diğer","",""
4403,"2010 SO LADY","6999",200,"Nebim Kod: 24Y0812010","Diğer","",""
4404,"2011 SO LADY","9499",60,"Nebim Kod: 24Y0812011","Diğer","",""
4405,"2014 SO LADY","9699",120,"Nebim Kod: 24Y0812014","Diğer","",""
4406,"2018 SO LADY","8699",100,"Nebim Kod: 24Y0812018","Diğer","",""
4407,"2026 SO LADY","9499",80,"Nebim Kod: 24Y0812026","Diğer","",""
4408,"2034 SO LADY","11899",40,"Nebim Kod: 24Y0812034","Diğer","",""
4409,"2042 SO LADY","9499",160,"Nebim Kod: 24Y0812042","Diğer","",""
4410,"2044 SO LADY","9499",170,"Nebim Kod: 24Y0812044","Diğer","",""
4411,"2045 SO LADY","10999",80,"Nebim Kod: 24Y0812045","Diğer","",""
4412,"2046 SO LADY","9499",80,"Nebim Kod: 24Y0812046","Diğer","",""
4413,"2051 SO LADY","12999",180,"Nebim Kod: 24Y0812051","Diğer","",""
4414,"2057 SO LADY","8699",120,"Nebim Kod: 24Y0812057","Diğer","",""
4415,"2059 SO LADY","13299",40,"Nebim Kod: 24Y0812059","Diğer","",""
4416,"2062 SO LADY","9099",100,"Nebim Kod: 24Y0812062","Diğer","",""
4417,"2066 SO LADY","14999",60,"Nebim Kod: 24Y0812066","Diğer","",""
4418,"2068 SO LADY","9499",150,"Nebim Kod: 24Y0812068","Diğer","",""
4419,"2075 SO LADY","9499",150,"Nebim Kod: 24Y0812075","Diğer","",""
4420,"2076 SO LADY","11899",60,"Nebim Kod: 24Y0812076","Diğer","",""
4421,"2078 SO LADY","11899",90,"Nebim Kod: 24Y0812078","Diğer","",""
4422,"2086 SO LADY","9299",40,"Nebim Kod: 24Y0812086","Diğer","",""
4423,"2091 SO LADY","7999",110,"Nebim Kod: 24Y0812091","Diğer","",""
4424,"2099 SO LADY","9699",30,"Nebim Kod: 24Y0812099","Diğer","",""
4425,"7017 SO LADY","6199",110,"Nebim Kod: 24Y0817017","Diğer","",""
4426,"9037 SO LADY","9499",30,"Nebim Kod: 24Y0819037","Diğer","",""
4427,"9098 SO LADY","7999",110,"Nebim Kod: 24Y0819098","Diğer","",""
4428,"1016 ORHAN TEKSTİL","2999",40,"Nebim Kod: 24Y0821016","Diğer","",""
4429,"1076 ORHAN TEKSTİL","999",100,"Nebim Kod: 24Y0821076","Diğer","",""
4430,"1077 ORHAN TEKSTİ","1999",80,"Nebim Kod: 24Y0821077","Diğer","",""
4431,"1091 ORHAN TEKSTİ","1499",160,"Nebim Kod: 24Y0821091","Diğer","",""
4432,"1105 ORHAN TEKSTİ","3599",30,"Nebim Kod: 24Y0821105","Diğer","",""
4433,"1151 ORHAN TEKSTİ","2999",30,"Nebim Kod: 24Y0821151","Diğer","",""
4434,"1192 ORHAN TEKSTİ","2999",30,"Nebim Kod: 24Y0821192","Diğer","",""
4435,"1200 ORHAN TEKSTİL","1999",30,"Nebim Kod: 24Y0821200","Diğer","",""
4436,"1404 ORHAN TEKSTİL","4999",120,"Nebim Kod: 24Y0821404","Diğer","",""
4437,"1444 ORHAN TEKSTİL","4999",80,"Nebim Kod: 24Y0821444","Diğer","",""
4438,"1966 ORHAN TEKSTİL","4999",40,"Nebim Kod: 24Y0821966","Diğer","",""
4439,"1986 ORHAN TEKSTİL","4999",40,"Nebim Kod: 24Y0821986","Diğer","",""
4440,"1992 ORHAN TEKSTİL","6999",80,"Nebim Kod: 24Y0821992","Diğer","",""
4441,"1995 ORHAN TEKSTİL","4999",40,"Nebim Kod: 24Y0821995","Diğer","",""
4442,"2012 ORHAN TEKSTİL","4999",40,"Nebim Kod: 24Y0822012","Diğer","",""
4443,"2013 ORHAN TEKSTİ","4999",30,"Nebim Kod: 24Y0822013","Diğer","",""
4444,"2017 ORHAN TEKSTİL","4999",30,"Nebim Kod: 24Y0822017","Diğer","",""
4445,"2018 ORHAN TEKSTİL","2999",40,"Nebim Kod: 24Y0822018","Diğer","",""
4446,"2024 ORHAN TEKSTİL","4999",40,"Nebim Kod: 24Y0822024","Diğer","",""
4447,"2055 ORHAN TEKSTİL","4999",120,"Nebim Kod: 24Y0822055","Diğer","",""
4448,"2080 ORHAN TEKSTİL","4999",80,"Nebim Kod: 24Y0822080","Diğer","",""
4449,"11009 FEVER","3499",20,"Nebim Kod: 24Y08711009","Diğer","",""
4450,"11011 FEVER","3999",40,"Nebim Kod: 24Y08711011","Diğer","",""
4451,"11012 FEVER","4399",20,"Nebim Kod: 24Y08711012","Diğer","",""
4452,"12002 FEVER","1499",40,"Nebim Kod: 24Y08712002","Diğer","",""
4453,"12004 FEVER","1649",40,"Nebim Kod: 24Y08712004","Diğer","",""
4454,"12006 FEVER","1949",80,"Nebim Kod: 24Y08712006","Diğer","",""
4455,"12007 FEVER","2149",40,"Nebim Kod: 24Y08712007","Diğer","",""
4456,"12010 FEVER","2899",40,"Nebim Kod: 24Y08712010","Diğer","",""
4457,"12016 FEVER","2199",40,"Nebim Kod: 24Y08712016","Diğer","",""
4458,"12017 FEVER","2299",80,"Nebim Kod: 24Y08712017","Diğer","",""
4459,"12018 FEVER","2149",40,"Nebim Kod: 24Y08712018","Diğer","",""
4460,"12020 FEVER","2299",40,"Nebim Kod: 24Y08712020","Diğer","",""
4461,"12022 FEVER","1999",80,"Nebim Kod: 24Y08712022","Diğer","",""
4462,"12035 FEVER","1699",40,"Nebim Kod: 24Y08712035","Diğer","",""
4463,"12037 FEVER","2899",40,"Nebim Kod: 24Y08712037","Diğer","",""
4464,"12043 FEVER","2999",40,"Nebim Kod: 24Y08712043","Diğer","",""
4465,"12044 FEVER","2399",40,"Nebim Kod: 24Y08712044","Diğer","",""
4466,"12045 FEVER","1999",40,"Nebim Kod: 24Y08712045","Diğer","",""
4467,"12051 FEVER","2399",120,"Nebim Kod: 24Y08712051","Diğer","",""
4468,"12054 FEVER","1599",80,"Nebim Kod: 24Y08712054","Diğer","",""
4469,"12067 FEVER","1949",40,"Nebim Kod: 24Y08712067","Diğer","",""
4470,"12069 FEVER","2199",40,"Nebim Kod: 24Y08712069","Diğer","",""
4471,"12070 FEVER","2549",40,"Nebim Kod: 24Y08712070","Diğer","",""
4472,"12071 FEVER","1699",40,"Nebim Kod: 24Y08712071","Diğer","",""
4473,"14003 FEVER","1399",40,"Nebim Kod: 24Y08714003","Diğer","",""
4474,"14008 FEVER","1399",40,"Nebim Kod: 24Y08714008","Diğer","",""
4475,"14017 FEVER","2299",80,"Nebim Kod: 24Y08714017","Diğer","",""
4476,"14022 FEVER","1499",240,"Nebim Kod: 24Y08714022","Diğer","",""
4477,"14025 FEVER","2499",120,"Nebim Kod: 24Y08714025","Diğer","",""
4478,"14047 FEVER","1899",40,"Nebim Kod: 24Y08714047","Diğer","",""
4479,"14050 FEVER","1449",40,"Nebim Kod: 24Y08714050","Diğer","",""
4480,"14051 FEVER","1599",40,"Nebim Kod: 24Y08714051","Diğer","",""
4481,"14052 FEVER","1899",40,"Nebim Kod: 24Y08714052","Diğer","",""
4482,"14054 FEVER","1599",80,"Nebim Kod: 24Y08714054","Diğer","",""
4483,"14060 FEVER","2199",40,"Nebim Kod: 24Y08714060","Diğer","",""
4484,"14061 FEVER","1599",40,"Nebim Kod: 24Y08714061","Diğer","",""
4485,"14063 FEVER","1799",60,"Nebim Kod: 24Y08714063","Diğer","",""
4486,"14064 FEVER","2249",40,"Nebim Kod: 24Y08714064","Diğer","",""
4487,"14086 FEVER","1399",80,"Nebim Kod: 24Y08714086","Diğer","",""
4488,"14090 FEVER","949",40,"Nebim Kod: 24Y08714090","Diğer","",""
4489,"14095 FEVER","1199",40,"Nebim Kod: 24Y08714095","Diğer","",""
4490,"14108 FEVER","1499",40,"Nebim Kod: 24Y08714108","Diğer","",""
4491,"14141 FEVER","849",40,"Nebim Kod: 24Y08714141","Diğer","",""
4492,"15002 FEVER","1899",20,"Nebim Kod: 24Y08715002","Diğer","",""
4493,"15003 FEVER","1899",80,"Nebim Kod: 24Y08715003","Diğer","",""
4494,"15004 FEVER","2499",40,"Nebim Kod: 24Y08715004","Diğer","",""
4495,"15006 FEVER","2799",40,"Nebim Kod: 24Y08715006","Diğer","",""
4496,"16011 FEVER","2899",40,"Nebim Kod: 24Y08716011","Diğer","",""
4497,"16013 FEVER","2699",80,"Nebim Kod: 24Y08716013","Diğer","",""
4498,"16014 FEVER","3499",80,"Nebim Kod: 24Y08716014","Diğer","",""
4499,"16016 FEVER","2999",80,"Nebim Kod: 24Y08716016","Diğer","",""
4500,"16029 FEVER","3349",40,"Nebim Kod: 24Y08716029","Diğer","",""
4501,"16039 FEVER","3299",40,"Nebim Kod: 24Y08716039","Diğer","",""
4502,"16040 FEVER","2999",40,"Nebim Kod: 24Y08716040","Diğer","",""
4503,"16043 FEVER","3999",40,"Nebim Kod: 24Y08716043","Diğer","",""
4504,"16045 FEVER","3849",40,"Nebim Kod: 24Y08716045","Diğer","",""
4505,"16050 FEVER","3599",40,"Nebim Kod: 24Y08716050","Diğer","",""
4506,"16053 FEVER","3599",40,"Nebim Kod: 24Y08716053","Diğer","",""
4507,"16055 FEVER","4199",40,"Nebim Kod: 24Y08716055","Diğer","",""
4508,"16059 FEVER","2699",40,"Nebim Kod: 24Y08716059","Diğer","",""
4509,"16062 FEVER","3949",40,"Nebim Kod: 24Y08716062","Diğer","",""
4510,"16065 FEVER","2599",40,"Nebim Kod: 24Y08716065","Diğer","",""
4511,"16066 FEVER","2999",40,"Nebim Kod: 24Y08716066","Diğer","",""
4512,"16076 FEVER","3699",40,"Nebim Kod: 24Y08716076","Diğer","",""
4513,"16081 FEVER","2899",80,"Nebim Kod: 24Y08716081","Diğer","",""
4514,"16082 FEVER","3799",40,"Nebim Kod: 24Y08716082","Diğer","",""
4515,"16083 FEVER","3699",80,"Nebim Kod: 24Y08716083","Diğer","",""
4516,"16089 FEVER","3599",40,"Nebim Kod: 24Y08716089","Diğer","",""
4517,"16097 FEVER","2999",40,"Nebim Kod: 24Y08716097","Diğer","",""
4518,"16143 FEVER","3499",40,"Nebim Kod: 24Y08716143","Diğer","",""
4519,"17003 FEVER","1599",40,"Nebim Kod: 24Y08717003","Diğer","",""
4520,"17007 FEVER","1799",40,"Nebim Kod: 24Y08717007","Diğer","",""
4521,"17008 FEVER","2299",40,"Nebim Kod: 24Y08717008","Diğer","",""
4522,"17011 FEVER","1999",40,"Nebim Kod: 24Y08717011","Diğer","",""
4523,"17017 FEVER","1899",40,"Nebim Kod: 24Y08717017","Diğer","",""
4524,"17029 FEVER","1899",80,"Nebim Kod: 24Y08717029","Diğer","",""
4525,"17031 FEVER","1499",40,"Nebim Kod: 24Y08717031","Diğer","",""
4526,"17051 FEVER","1899",20,"Nebim Kod: 24Y08717051","Diğer","",""
4527,"17054 FEVER","2399",40,"Nebim Kod: 24Y08717054","Diğer","",""
4528,"17061 FEVER","1799",40,"Nebim Kod: 24Y08717061","Diğer","",""
4529,"17062 FEVER","1699",40,"Nebim Kod: 24Y08717062","Diğer","",""
4530,"17070 FEVER","2099",40,"Nebim Kod: 24Y08717070","Diğer","",""
4531,"17072 FEVER","2199",40,"Nebim Kod: 24Y08717072","Diğer","",""
4532,"4116 DORİDORCA","3999",90,"Nebim Kod: 24Y0894116","Diğer","",""
4533,"4133 DORİ DORCA","5199",90,"Nebim Kod: 24Y0894133","Diğer","",""
4534,"5062 DORİDORCA","5399",180,"Nebim Kod: 24Y0895062","Diğer","",""
4535,"5083 DORİ DORCA","6999",60,"Nebim Kod: 24Y0895083","Diğer","",""
4536,"5111 DORİDORCA","2999",60,"Nebim Kod: 24Y0895111","Diğer","",""
4537,"5112 DORİDORCA","4699",40,"Nebim Kod: 24Y0895112","Diğer","",""
4538,"5112BB DORİDORCA","4699",10,"Nebim Kod: 24Y0895112BBKRM38","Diğer","",""
4539,"5112BB DORİDORCA","4699",10,"Nebim Kod: 24Y0895112BBKRM40","Diğer","",""
4540,"5112BB DORİDORCA","4699",10,"Nebim Kod: 24Y0895112BBKRM42","Diğer","",""
4541,"5112BB DORİDORCA","4699",10,"Nebim Kod: 24Y0895112BBSYH38","Diğer","",""
4542,"5112BB DORİDORCA","4699",10,"Nebim Kod: 24Y0895112BBSYH40","Diğer","",""
4543,"5112BB DORİDORCA","4699",10,"Nebim Kod: 24Y0895112BBSYH42","Diğer","",""
4544,"5112BB DORİDORCA","4699",10,"Nebim Kod: 24Y0895112BBYEŞ38","Diğer","",""
4545,"5112BB DORİDORCA","4699",10,"Nebim Kod: 24Y0895112BBYEŞ40","Diğer","",""
4546,"5112BB DORİDORCA","4699",10,"Nebim Kod: 24Y0895112BBYEŞ42","Diğer","",""
4547,"5114 DORİDORCA","3999",50,"Nebim Kod: 24Y0895114","Diğer","",""
4548,"5114BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895114BBSYH42","Diğer","",""
4549,"5114BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895114BBSYH44","Diğer","",""
4550,"5117 DORİDORCA","3999",100,"Nebim Kod: 24Y0895117","Diğer","",""
4551,"5117BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895117BBBYZ42","Diğer","",""
4552,"5117BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895117BBBYZ44","Diğer","",""
4553,"5117BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895117BBSYH42","Diğer","",""
4554,"5117BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895117BBSYH44","Diğer","",""
4555,"5118 DORİDORCA","4699",120,"Nebim Kod: 24Y0895118","Diğer","",""
4556,"5121 DORİ DORCA","5199",60,"Nebim Kod: 24Y0895121","Diğer","",""
4557,"5121BB DORİ DORCA","5199",10,"Nebim Kod: 24Y0895121BBKRM44","Diğer","",""
4558,"5121BB DORİ DORCA","5199",10,"Nebim Kod: 24Y0895121BBKRM46","Diğer","",""
4559,"5121BB DORİ DORCA","5199",10,"Nebim Kod: 24Y0895121BBSYH44","Diğer","",""
4560,"5121BB DORİ DORCA","5199",10,"Nebim Kod: 24Y0895121BBSYH46","Diğer","",""
4561,"5126 DORİDORCA","4699",30,"Nebim Kod: 24Y0895126","Diğer","",""
4562,"5128 DORİDORCA","3999",30,"Nebim Kod: 24Y0895128","Diğer","",""
4563,"5130 DORİDORCA","3999",60,"Nebim Kod: 24Y0895130","Diğer","",""
4564,"5130BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895130BBBYZ42","Diğer","",""
4565,"5130BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895130BBBYZ44","Diğer","",""
4566,"5130BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895130BBBYZ46","Diğer","",""
4567,"5130BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895130BBSYH42","Diğer","",""
4568,"5130BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895130BBSYH44","Diğer","",""
4569,"5130BB DORİDORCA","3999",10,"Nebim Kod: 24Y0895130BBSYH46","Diğer","",""
4570,"5131 DORİDORCA","2999",30,"Nebim Kod: 24Y0895131","Diğer","",""
4571,"5133 DORİDORCA","2999",30,"Nebim Kod: 24Y0895133","Diğer","",""
4572,"5136 DORİ DORCA","6999",150,"Nebim Kod: 24Y0895136","Diğer","",""
4573,"5162 DORİDORCA","5399",60,"Nebim Kod: 24Y0895162","Diğer","",""
4574,"6010 DORİDORCA","3999",60,"Nebim Kod: 24Y0896010","Diğer","",""
4575,"6011 DORİDORCA","4199",90,"Nebim Kod: 24Y0896011","Diğer","",""
4576,"6012 DORİDORCA","3999",60,"Nebim Kod: 24Y0896012","Diğer","",""
4577,"6014 DORİDORCA","3999",60,"Nebim Kod: 24Y0896014","Diğer","",""
4578,"6015 DORİDORCA","2999",60,"Nebim Kod: 24Y0896015","Diğer","",""
4579,"6016 DORİ DORCA","5399",90,"Nebim Kod: 24Y0896016","Diğer","",""
4580,"6020 DORİDORCA","3999",60,"Nebim Kod: 24Y0896020","Diğer","",""
4581,"6022 DORİDORCA","3999",60,"Nebim Kod: 24Y0896022","Diğer","",""
4582,"6025 DORİ DORCA","3599",90,"Nebim Kod: 24Y0896025","Diğer","",""
4583,"6036 DORİ DORCA","5399",60,"Nebim Kod: 24Y0896036","Diğer","",""
4584,"6040 DORİ DORCA","6999",60,"Nebim Kod: 24Y0896040","Diğer","",""
4585,"6064 DORİ DORCA","6999",60,"Nebim Kod: 24Y0896064","Diğer","",""
4586,"6068 DORİ DORCA","7699",120,"Nebim Kod: 24Y0896068","Diğer","",""
4587,"6087 DORİ DORCA","6299",90,"Nebim Kod: 24Y0896087","Diğer","",""
4588,"6092 DORİ DORCA","8399",30,"Nebim Kod: 24Y0896092","Diğer","",""
4589,"6094 DORİ DORCA","5299",90,"Nebim Kod: 24Y0896094","Diğer","",""
4590,"6098 DORİ DORCA","7699",60,"Nebim Kod: 24Y0896098","Diğer","",""
4591,"6103 DORİ DORCA","8999",60,"Nebim Kod: 24Y0896103","Diğer","",""
4592,"6108 DORİ DORCA","6999",90,"Nebim Kod: 24Y0896108","Diğer","",""
4593,"6123 DORİ DORCA","8999",30,"Nebim Kod: 24Y0896123","Diğer","",""
4594,"6124 DORİ DORCA","8399",60,"Nebim Kod: 24Y0896124","Diğer","",""
4595,"6130 DORİ DORCA","3899",90,"Nebim Kod: 24Y0896130","Diğer","",""
4596,"6131 DORİ DORCA","5399",90,"Nebim Kod: 24Y0896131","Diğer","",""
4597,"50305 VANİTA","2999",80,"Nebim Kod: 24Y09950305","Diğer","",""
4598,"50317 VANİTA","4999",80,"Nebim Kod: 24Y09950317","Diğer","",""
4599,"50325 VANİTA","2999",80,"Nebim Kod: 24Y09950325","Diğer","",""
4600,"50329 VANİTA","2999",40,"Nebim Kod: 24Y09950329","Diğer","",""
4601,"50342 VANİTA","2999",80,"Nebim Kod: 24Y09950342","Diğer","",""
4602,"7632 VANİTA","2999",80,"Nebim Kod: 24Y0997632","Diğer","",""
4603,"7636 VANİTA","4999",40,"Nebim Kod: 24Y0997636","Diğer","",""
4604,"7642 VANİTA","4999",40,"Nebim Kod: 24Y0997642","Diğer","",""
4605,"7646 VANİTA","4999",40,"Nebim Kod: 24Y0997646","Diğer","",""
4606,"7651 VANİTA","4999",80,"Nebim Kod: 24Y0997651","Diğer","",""
4607,"7652 VANİTA","4999",80,"Nebim Kod: 24Y0997652","Diğer","",""
4608,"7659 VANİTA","2999",80,"Nebim Kod: 24Y0997659","Diğer","",""
4609,"7664 VANİTA","4999",80,"Nebim Kod: 24Y0997664","Diğer","",""
4610,"7665 VANİTA","4999",40,"Nebim Kod: 24Y0997665","Diğer","",""
4611,"7667 VANİTA","4999",40,"Nebim Kod: 24Y0997667","Diğer","",""
4612,"7668 VANİTA","4999",40,"Nebim Kod: 24Y0997668","Diğer","",""
4613,"7669 VANİTA","4999",40,"Nebim Kod: 24Y0997669","Diğer","",""
4614,"7671 VANİTA","4999",40,"Nebim Kod: 24Y0997671","Diğer","",""
4615,"7673 VANİTA","4999",120,"Nebim Kod: 24Y0997673","Diğer","",""
4616,"7676 VANİTA","4999",40,"Nebim Kod: 24Y0997676","Diğer","",""
4617,"3026 Yeni Trend","4999",80,"Nebim Kod: 24Y1053026","Diğer","",""
4618,"3046 YENİ TREND","4999",80,"Nebim Kod: 24Y1053046","Diğer","",""
4619,"3047 YENİ TREND","2999",80,"Nebim Kod: 24Y1053047","Diğer","",""
4620,"3061 YENİ TREND","5399",160,"Nebim Kod: 24Y1053061","Diğer","",""
4621,"3064 YENİ TREND","4999",200,"Nebim Kod: 24Y1053064","Diğer","",""
4622,"3073 YENİ TREND","4999",60,"Nebim Kod: 24Y1053073","Diğer","",""
4623,"3074 YENİ TREND","4999",60,"Nebim Kod: 24Y1053074","Diğer","",""
4624,"3075 YENİ TREND","4999",40,"Nebim Kod: 24Y1053075","Diğer","",""
4625,"3078 YENİ TREND","4999",60,"Nebim Kod: 24Y1053078","Diğer","",""
4626,"3079 YENİ TREND","3499",40,"Nebim Kod: 24Y1053079","Diğer","",""
4627,"3080 YENİ TREND","4999",40,"Nebim Kod: 24Y1053080","Diğer","",""
4628,"3089 YENİ TREND","4999",40,"Nebim Kod: 24Y1053089","Diğer","",""
4629,"3093 YENİ TREND","3499",80,"Nebim Kod: 24Y1053093","Diğer","",""
4630,"3098 YENİ TREND","6499",40,"Nebim Kod: 24Y1053098","Diğer","",""
4631,"3099 YENİ TREND","4999",40,"Nebim Kod: 24Y1053099","Diğer","",""
4632,"3100 YENİ TREND","4999",80,"Nebim Kod: 24Y1053100","Diğer","",""
4633,"3106 YENİ TREND","4999",40,"Nebim Kod: 24Y1053106","Diğer","",""
4634,"3108 YENİ TREND","4999",40,"Nebim Kod: 24Y1053108","Diğer","",""
4635,"3113 YENİ TREND","4999",60,"Nebim Kod: 24Y1053113","Diğer","",""
4636,"3114 YENİ TREND","4999",70,"Nebim Kod: 24Y1053114","Diğer","",""
4637,"3115 Yeni Trend","4399",120,"Nebim Kod: 24Y1053115","Diğer","",""
4638,"3116 YENİ TREND","3499",80,"Nebim Kod: 24Y1053116","Diğer","",""
4639,"3119 Yeni Trend","4399",120,"Nebim Kod: 24Y1053119","Diğer","",""
4640,"3120 YENİ TREND","3799",120,"Nebim Kod: 24Y1053120","Diğer","",""
4641,"3126 YENİ TREND","4999",60,"Nebim Kod: 24Y1053126","Diğer","",""
4642,"3127 YENİ TREND","4999",40,"Nebim Kod: 24Y1053127","Diğer","",""
4643,"3129 YENİ TREND","4999",80,"Nebim Kod: 24Y1053129","Diğer","",""
4644,"3130 YENİ TREND","4999",40,"Nebim Kod: 24Y1053130","Diğer","",""
4645,"3131 YENİ TREND","4999",120,"Nebim Kod: 24Y1053131","Diğer","",""
4646,"3132 YENİ TREND","4999",40,"Nebim Kod: 24Y1053132","Diğer","",""
4647,"3133 YENİ TREND","4999",40,"Nebim Kod: 24Y1053133","Diğer","",""
4648,"3135 Yeni Trend","4999",40,"Nebim Kod: 24Y1053135","Diğer","",""
4649,"3136 Yeni Trend","4999",50,"Nebim Kod: 24Y1053136","Diğer","",""
4650,"3137 Yeni Trend","4999",50,"Nebim Kod: 24Y1053137","Diğer","",""
4651,"3139 YENİ TREND","4999",40,"Nebim Kod: 24Y1053139","Diğer","",""
4652,"3140 YENİ TREND","4999",60,"Nebim Kod: 24Y1053140","Diğer","",""
4653,"3141 YENİ TREND","4999",40,"Nebim Kod: 24Y1053141","Diğer","",""
4654,"3144 YENİ TREND","4999",40,"Nebim Kod: 24Y1053144","Diğer","",""
4655,"3150 YENİ TREND","5399",80,"Nebim Kod: 24Y1053150","Diğer","",""
4656,"3151 YENİ TREND","4899",40,"Nebim Kod: 24Y1053151","Diğer","",""
4657,"3155 YENİ TREND","3999",80,"Nebim Kod: 24Y1053155","Diğer","",""
4658,"3163 YENİ TREND","3999",80,"Nebim Kod: 24Y1053163","Diğer","",""
4659,"3164 YENİ TREND","4999",40,"Nebim Kod: 24Y1053164","Diğer","",""
4660,"3167 YENİ TREND","6499",120,"Nebim Kod: 24Y1053167","Diğer","",""
4661,"3170 YENİ TREND","6999",60,"Nebim Kod: 24Y1053170","Diğer","",""
4662,"3176 YENİ TREND","6999",60,"Nebim Kod: 24Y1053176","Diğer","",""
4663,"3177 YENİ TREND","4999",60,"Nebim Kod: 24Y1053177","Diğer","",""
4664,"3178 YENİ TREND","4999",60,"Nebim Kod: 24Y1053178","Diğer","",""
4665,"3180 YENİ TREND","4999",80,"Nebim Kod: 24Y1053180","Diğer","",""
4666,"4506 YENİ TREND","4399",180,"Nebim Kod: 24Y1054506","Diğer","",""
4667,"4558 YENİ TREND","4999",40,"Nebim Kod: 24Y1054558","Diğer","",""
4668,"4571 YENİ TREND","4999",40,"Nebim Kod: 24Y1054571","Diğer","",""
4669,"3000 HS SPOSA","19449",20,"Nebim Kod: 24Y1073000","Diğer","",""
4670,"3105 HS SPOSA","19449",50,"Nebim Kod: 24Y1073105","Diğer","",""
4671,"5102 HS SPOSA","19449",20,"Nebim Kod: 24Y1075102","Diğer","",""
4672,"5429 HS SPOSA","19499",10,"Nebim Kod: 24Y1075429","Diğer","",""
4673,"5433 HS SPOSA","19449",20,"Nebim Kod: 24Y1075433","Diğer","",""
4674,"5449 HS SPOSA","19449",20,"Nebim Kod: 24Y1075449","Diğer","",""
4675,"5461 HS SPOSA","19449",50,"Nebim Kod: 24Y1075461","Diğer","",""
